scenario_id, scenario_label
"full-concat", "Full Concatenation"
"part-concat", "Partial Concatenation"
"symb1-rep", "Symbolic Replacement"
"long-names", "Long Names"
"rand-trunc", "Random Word Truncation"
"rand-drop", "Random Word Drop"
"", ""
"", ""
"", ""
"", ""
"", ""
"", ""
"", ""
